id_usuario,nome_completo,username,password,role,rg,cpf,id_curso,campus,validade,path_foto
481,Sr. José Pedro Sampaio,sr.481,123,Aluno,287360143,931.627.584-91,2.0,Pinheiros,12/2029,fotos/481.jpg
482,Daniela Moura,daniela482,123,Aluno,310268540,098.216.734-22,2.0,Berrini,12/2026,fotos/482.jpg
483,Diogo Silveira,diogo483,123,Aluno,672415306,129.350.864-06,2.0,Tatuapé,12/2028,fotos/483.jpg
484,Davi da Cunha,davi484,123,Aluno,156273408,143.507.862-44,2.0,Tatuapé,12/2029,fotos/484.jpg
485,Benicio Gonçalves,benicio485,123,Aluno,147582362,284.793.106-69,2.0,Paulista,12/2029,fotos/485.jpg
486,Dom Alves,dom486,123,Aluno,827061432,609.385.724-74,2.0,Berrini,12/2029,fotos/486.jpg
487,Carolina Lima,carolina487,123,Aluno,247586018,504.618.329-33,2.0,Pinheiros,12/2027,fotos/487.jpg
488,Asafe Pimenta,asafe488,123,Aluno,421083566,037.618.492-22,2.0,Pinheiros,12/2027,fotos/488.jpg
489,Maysa Nunes,maysa489,123,Aluno,136085477,174.290.356-80,2.0,Berrini,12/2026,fotos/489.jpg
490,Melissa Gonçalves,melissa490,123,Aluno,210748539,463.257.890-83,2.0,Tatuapé,12/2029,fotos/490.jpg
491,Alícia Nascimento,alícia491,123,Aluno,207586135,510.678.324-08,2.0,Pinheiros,12/2029,fotos/491.jpg
492,Vitor Hugo da Paz,vitor492,123,Aluno,317560487,198.476.250-85,2.0,Pinheiros,12/2029,fotos/492.jpg
493,João Miguel Nascimento,joão493,123,Aluno,687120342,291.580.647-02,2.0,Marquês,12/2028,fotos/493.jpg
494,Srta. Larissa da Mata,srta.494,123,Aluno,538214065,516.079.843-93,2.0,Tatuapé,12/2027,fotos/494.jpg
495,Sr. Anthony Gabriel Peixoto,sr.495,123,Aluno,67182045X,847.163.250-08,2.0,Berrini,12/2026,fotos/495.jpg
496,André Gomes,andré496,123,Aluno,14763250X,635.124.079-43,2.0,Berrini,12/2027,fotos/496.jpg
497,Srta. Maria Liz Leão,srta.497,123,Aluno,785412608,357.680.214-26,2.0,Berrini,12/2028,fotos/497.jpg
498,Anthony Gabriel Rocha,anthony498,123,Aluno,063284510,314.759.062-34,2.0,Paulista,12/2028,fotos/498.jpg
499,Srta. Heloisa Lopes,srta.499,123,Aluno,403752681,246.379.081-40,2.0,Berrini,12/2029,fotos/499.jpg
500,Natália da Costa,natália500,123,Aluno,705186246,374.280.691-22,2.0,Paulista,12/2029,fotos/500.jpg
501,Sophie Fogaça,sophie501,123,Aluno,715430269,015.638.297-03,2.0,Pinheiros,12/2028,fotos/501.jpg
502,Lucas Gabriel Brito,lucas502,123,Aluno,567034811,190.528.374-14,2.0,Tatuapé,12/2029,fotos/502.jpg
503,Gael Henrique Jesus,gael503,123,Aluno,851642706,549.081.673-20,2.0,Paulista,12/2026,fotos/503.jpg
504,Sr. Thiago Almeida,sr.504,123,Aluno,63178052X,351.048.279-41,2.0,Pinheiros,12/2029,fotos/504.jpg
505,Camila Mendonça,camila505,123,Aluno,274018366,491.273.056-43,2.0,Pinheiros,12/2027,fotos/505.jpg
506,Alexia Jesus,alexia506,123,Aluno,045386717,072.954.386-29,2.0,Marquês,12/2026,fotos/506.jpg
507,Bianca da Cruz,bianca507,123,Aluno,042536819,307.659.814-75,2.0,Tatuapé,12/2027,fotos/507.jpg
508,Bruna Pereira,bruna508,123,Aluno,132685401,410.865.379-39,2.0,Marquês,12/2027,fotos/508.jpg
509,Maria Luísa Brito,maria509,123,Aluno,563842714,971.450.326-43,2.0,Pinheiros,12/2029,fotos/509.jpg
510,Caio da Cunha,caio510,123,Aluno,847056120,730.956.182-12,2.0,Tatuapé,12/2026,fotos/510.jpg
511,Manuela Rodrigues,manuela511,123,Aluno,085471264,048.217.369-69,2.0,Paulista,12/2027,fotos/511.jpg
512,Sr. Yago Abreu,sr.512,123,Aluno,628314073,853.047.612-35,2.0,Pinheiros,12/2028,fotos/512.jpg
513,Dr. Rodrigo Teixeira,dr.513,123,Aluno,518023643,732.450.861-80,2.0,Marquês,12/2026,fotos/513.jpg
514,Manuela Borges,manuela514,123,Aluno,678205310,369.057.842-65,2.0,Paulista,12/2028,fotos/514.jpg
515,Sr. Thiago da Cunha,sr.515,123,Aluno,602531871,132.075.489-97,2.0,Tatuapé,12/2026,fotos/515.jpg
516,Maria Sophia Macedo,maria516,123,Aluno,571360828,138.954.760-48,2.0,Tatuapé,12/2026,fotos/516.jpg
517,Pietro Barros,pietro517,123,Aluno,371064855,459.682.317-00,2.0,Paulista,12/2027,fotos/517.jpg
518,Ana Luiza Viana,ana518,123,Aluno,806374159,583.146.027-44,2.0,Berrini,12/2028,fotos/518.jpg
519,Dra. Maria Fernanda Viana,dra.519,123,Aluno,027841637,863.925.047-29,2.0,Tatuapé,12/2027,fotos/519.jpg
520,Valentina Teixeira,valentina520,123,Aluno,435207167,974.180.365-66,2.0,Pinheiros,12/2028,fotos/520.jpg
521,Maria Fernanda Castro,maria521,123,Aluno,047512684,073.514.962-34,2.0,Tatuapé,12/2027,fotos/521.jpg
522,Theodoro Carvalho,theodoro522,123,Aluno,538412070,093.154.628-15,2.0,Tatuapé,12/2026,fotos/522.jpg
523,Davi Miguel Camargo,davi523,123,Aluno,724135868,419.836.527-09,2.0,Paulista,12/2026,fotos/523.jpg
524,Olívia Rezende,olívia524,123,Aluno,326501745,548.710.693-20,2.0,Tatuapé,12/2026,fotos/524.jpg
525,Dr. Davi Rezende,dr.525,123,Aluno,328410573,715.620.843-80,2.0,Marquês,12/2029,fotos/525.jpg
526,Sr. Luiz Gustavo Rezende,sr.526,123,Aluno,835627408,152.049.637-07,2.0,Paulista,12/2028,fotos/526.jpg
527,João Pedro Câmara,joão527,123,Aluno,462350873,165.483.902-70,2.0,Paulista,12/2026,fotos/527.jpg
528,Danilo Cardoso,danilo528,123,Aluno,431280575,918.765.324-91,2.0,Berrini,12/2026,fotos/528.jpg
529,Melina Pereira,melina529,123,Aluno,120865749,214.907.386-22,2.0,Paulista,12/2026,fotos/529.jpg
530,Daniel Cunha,daniel530,123,Aluno,814602733,791.386.045-66,2.0,Marquês,12/2028,fotos/530.jpg
531,Matheus Lopes,matheus531,123,Aluno,670518347,690.253.714-34,2.0,Paulista,12/2028,fotos/531.jpg
532,Srta. Maria Liz Vargas,srta.532,123,Aluno,032514682,420.316.987-96,2.0,Marquês,12/2029,fotos/532.jpg
533,Olívia Martins,olívia533,123,Aluno,327468518,139.528.074-60,2.0,Pinheiros,12/2028,fotos/533.jpg
534,Ana Lívia Câmara,ana534,123,Aluno,715043687,315.809.627-77,2.0,Pinheiros,12/2028,fotos/534.jpg
535,João Miguel Vasconcelos,joão535,123,Aluno,385642076,635.102.789-68,2.0,Marquês,12/2026,fotos/535.jpg
536,Thomas Oliveira,thomas536,123,Aluno,23740851X,846.350.921-51,2.0,Marquês,12/2026,fotos/536.jpg
537,Henrique Ramos,henrique537,123,Aluno,456132703,871.024.639-87,2.0,Marquês,12/2027,fotos/537.jpg
538,Maria Fernanda Melo,maria538,123,Aluno,36742518X,213.587.609-77,2.0,Berrini,12/2026,fotos/538.jpg
539,Luiza Silva,luiza539,123,Aluno,014278637,364.078.912-13,2.0,Paulista,12/2028,fotos/539.jpg
540,Srta. Lorena Câmara,srta.540,123,Aluno,236708545,503.298.641-06,2.0,Tatuapé,12/2026,fotos/540.jpg
541,Dr. Calebe Silveira,dr.541,123,Aluno,250347866,145.683.097-00,2.0,Pinheiros,12/2028,fotos/541.jpg
542,Caroline Guerra,caroline542,123,Aluno,312784508,862.493.507-56,2.0,Berrini,12/2026,fotos/542.jpg
543,José Gomes,josé543,123,Aluno,201358463,104.829.376-96,2.0,Berrini,12/2028,fotos/543.jpg
544,Mateus da Rosa,mateus544,123,Aluno,104582376,397.451.860-66,2.0,Paulista,12/2029,fotos/544.jpg
545,Luna Correia,luna545,123,Aluno,718046328,986.572.041-85,2.0,Marquês,12/2026,fotos/545.jpg
546,Sarah Moraes,sarah546,123,Aluno,870426138,287.614.395-09,2.0,Marquês,12/2027,fotos/546.jpg
547,Carolina Machado,carolina547,123,Aluno,315072489,592.703.864-65,2.0,Paulista,12/2029,fotos/547.jpg
548,Sr. Pedro Henrique Sá,sr.548,123,Aluno,326587408,691.375.082-02,2.0,Marquês,12/2027,fotos/548.jpg
549,Juan Sales,juan549,123,Aluno,548710363,347.219.806-04,2.0,Marquês,12/2026,fotos/549.jpg
550,Maya Viana,maya550,123,Aluno,02574138X,237.951.064-43,2.0,Pinheiros,12/2029,fotos/550.jpg
551,Camila Pinto,camila551,123,Aluno,428076518,984.671.302-96,2.0,Marquês,12/2027,fotos/551.jpg
552,Alícia Guerra,alícia552,123,Aluno,831605248,548.672.139-00,2.0,Marquês,12/2027,fotos/552.jpg
553,Maria Júlia Azevedo,maria553,123,Aluno,175248631,734.695.081-00,2.0,Marquês,12/2027,fotos/553.jpg
554,Ester Casa Grande,ester554,123,Aluno,851064371,837.254.960-56,2.0,Pinheiros,12/2027,fotos/554.jpg
555,Dra. Isabelly Duarte,dra.555,123,Aluno,786152345,952.168.047-49,2.0,Paulista,12/2026,fotos/555.jpg
556,Sofia Barbosa,sofia556,123,Aluno,570184265,186.547.932-28,2.0,Tatuapé,12/2026,fotos/556.jpg
557,Carolina Lopes,carolina557,123,Aluno,460153870,258.376.904-92,2.0,Pinheiros,12/2029,fotos/557.jpg
558,Vicente Pimenta,vicente558,123,Aluno,582741063,287.419.350-04,2.0,Paulista,12/2026,fotos/558.jpg
559,Sara Duarte,sara559,123,Aluno,682134508,510.743.689-75,2.0,Tatuapé,12/2026,fotos/559.jpg
560,Juliana Albuquerque,juliana560,123,Aluno,752846036,027.385.496-83,2.0,Paulista,12/2028,fotos/560.jpg
561,Sofia Sá,sofia561,123,Aluno,823570460,274.159.086-94,2.0,Pinheiros,12/2027,fotos/561.jpg
562,Cecilia da Cruz,cecilia562,123,Aluno,623784051,627.490.153-16,2.0,Marquês,12/2027,fotos/562.jpg
563,Caio Rezende,caio563,123,Aluno,314276580,730.125.496-25,2.0,Tatuapé,12/2027,fotos/563.jpg
564,Ana Luiza Guerra,ana564,123,Aluno,147063851,843.692.170-40,2.0,Marquês,12/2028,fotos/564.jpg
565,Sr. Luiz Otávio Rios,sr.565,123,Aluno,157648023,241.605.398-15,2.0,Pinheiros,12/2029,fotos/565.jpg
566,Dra. Yasmin Borges,dra.566,123,Aluno,714502868,148.962.507-02,2.0,Paulista,12/2027,fotos/566.jpg
567,Srta. Heloísa Silveira,srta.567,123,Aluno,712384601,165.078.394-93,2.0,Berrini,12/2027,fotos/567.jpg
568,Kamilly Albuquerque,kamilly568,123,Aluno,728340653,305.648.927-00,2.0,Berrini,12/2028,fotos/568.jpg
569,Erick Nascimento,erick569,123,Aluno,210587635,045.728.369-65,2.0,Tatuapé,12/2028,fotos/569.jpg
570,Mirella Cardoso,mirella570,123,Aluno,538276010,438.605.971-75,2.0,Tatuapé,12/2028,fotos/570.jpg
571,Cauê Carvalho,cauê571,123,Aluno,137086246,195.370.862-59,2.0,Marquês,12/2027,fotos/571.jpg
572,Isadora Souza,isadora572,123,Aluno,56701843X,538.026.197-30,2.0,Tatuapé,12/2027,fotos/572.jpg
573,Srta. Yasmin Jesus,srta.573,123,Aluno,708561342,409.731.628-13,3.0,Pinheiros,12/2027,fotos/573.jpg
574,Mateus Aragão,mateus574,123,Aluno,732041867,328.154.760-53,3.0,Marquês,12/2028,fotos/574.jpg
575,Ana Julia Borges,ana575,123,Aluno,607452316,725.369.418-09,3.0,Pinheiros,12/2026,fotos/575.jpg
576,Brayan Cassiano,brayan576,123,Aluno,356720184,892.703.415-50,3.0,Marquês,12/2026,fotos/576.jpg
577,Nathan Jesus,nathan577,123,Aluno,321645078,351.462.097-07,3.0,Tatuapé,12/2028,fotos/577.jpg
578,Matheus Costa,matheus578,123,Aluno,381206749,746.395.082-47,3.0,Berrini,12/2027,fotos/578.jpg
579,Isaque Novais,isaque579,123,Aluno,157203682,765.281.403-08,3.0,Paulista,12/2028,fotos/579.jpg
580,Alexandre Pastor,alexandre580,123,Aluno,86341025X,567.248.013-62,3.0,Pinheiros,12/2029,fotos/580.jpg
581,Ravy Marques,ravy581,123,Aluno,026813476,803.519.267-12,3.0,Paulista,12/2026,fotos/581.jpg
582,Vitória Pinto,vitória582,123,Aluno,853721063,183.576.420-71,3.0,Berrini,12/2026,fotos/582.jpg
583,Maria Sophia Vargas,maria583,123,Aluno,260145737,245.017.389-79,3.0,Marquês,12/2029,fotos/583.jpg
584,Pietra da Conceição,pietra584,123,Aluno,73854260X,784.126.350-35,3.0,Berrini,12/2026,fotos/584.jpg
585,Olívia Fernandes,olívia585,123,Aluno,328576141,820.176.359-95,3.0,Marquês,12/2029,fotos/585.jpg
586,Vitória Brito,vitória586,123,Aluno,607518340,193.804.672-22,3.0,Tatuapé,12/2027,fotos/586.jpg
587,Giovanna Caldeira,giovanna587,123,Aluno,053674285,271.438.960-04,3.0,Paulista,12/2028,fotos/587.jpg
588,Giovanna da Mata,giovanna588,123,Aluno,375128463,714.853.609-00,3.0,Marquês,12/2028,fotos/588.jpg
589,Heloísa Fernandes,heloísa589,123,Aluno,283761404,798.501.436-57,3.0,Marquês,12/2028,fotos/589.jpg
590,Marcelo Freitas,marcelo590,123,Aluno,378502414,901.382.764-04,3.0,Tatuapé,12/2029,fotos/590.jpg
591,Isabelly Aragão,isabelly591,123,Aluno,728145303,679.054.832-74,3.0,Tatuapé,12/2026,fotos/591.jpg
592,Caleb Lima,caleb592,123,Aluno,48215360X,180.945.267-85,3.0,Marquês,12/2026,fotos/592.jpg
593,Sr. Isaac Montenegro,sr.593,123,Aluno,208347616,210.968.375-95,3.0,Berrini,12/2028,fotos/593.jpg
594,Allana Novais,allana594,123,Aluno,341507829,258.701.364-07,3.0,Marquês,12/2029,fotos/594.jpg
595,Ana Beatriz Cunha,ana595,123,Aluno,574368012,368.725.401-17,3.0,Berrini,12/2028,fotos/595.jpg
596,Milena Oliveira,milena596,123,Aluno,530247616,450.719.823-23,3.0,Berrini,12/2028,fotos/596.jpg
597,Matteo Azevedo,matteo597,123,Aluno,741605235,874.610.395-39,3.0,Pinheiros,12/2026,fotos/597.jpg
598,Dr. Rafael Andrade,dr.598,123,Aluno,615847328,026.874.513-71,3.0,Marquês,12/2027,fotos/598.jpg
599,Sabrina Oliveira,sabrina599,123,Aluno,851764022,193.504.628-42,3.0,Tatuapé,12/2028,fotos/599.jpg
600,Samuel Lima,samuel600,123,Aluno,376805419,628.751.409-49,3.0,Pinheiros,12/2029,fotos/600.jpg
601,Sara Silveira,sara601,123,Aluno,854230713,415.930.682-98,3.0,Paulista,12/2028,fotos/601.jpg
602,Paulo Fonseca,paulo602,123,Aluno,325180465,280.719.635-77,3.0,Paulista,12/2027,fotos/602.jpg
603,Leonardo Moraes,leonardo603,123,Aluno,173280547,453.871.962-55,3.0,Berrini,12/2027,fotos/603.jpg
604,Renan da Mata,renan604,123,Aluno,248657318,269.574.083-29,3.0,Marquês,12/2027,fotos/604.jpg
605,Arthur Gabriel Camargo,arthur605,123,Aluno,802376514,569.483.172-19,3.0,Paulista,12/2026,fotos/605.jpg
606,Luiz Henrique Abreu,luiz606,123,Aluno,384106250,792.854.610-85,3.0,Tatuapé,12/2029,fotos/606.jpg
607,Ana Carolina Sales,ana607,123,Aluno,107546322,036.852.741-71,3.0,Paulista,12/2029,fotos/607.jpg
608,Maria Clara Castro,maria608,123,Aluno,631470281,248.615.793-09,3.0,Berrini,12/2029,fotos/608.jpg
609,Srta. Mirella Araújo,srta.609,123,Aluno,64102583X,901.483.256-70,3.0,Berrini,12/2027,fotos/609.jpg
610,Heloísa Cavalcanti,heloísa610,123,Aluno,248571035,065.781.329-02,3.0,Pinheiros,12/2027,fotos/610.jpg
611,Heloísa Cassiano,heloísa611,123,Aluno,305764810,154.739.608-39,3.0,Tatuapé,12/2026,fotos/611.jpg
612,Otto Siqueira,otto612,123,Aluno,375681206,809.216.547-58,3.0,Tatuapé,12/2029,fotos/612.jpg
613,Carolina Macedo,carolina613,123,Aluno,584132608,597.361.204-06,3.0,Marquês,12/2027,fotos/613.jpg
614,Vinícius da Rocha,vinícius614,123,Aluno,238706412,574.268.039-29,3.0,Paulista,12/2029,fotos/614.jpg
615,Rebeca Mendes,rebeca615,123,Aluno,267530419,174.890.326-87,3.0,Paulista,12/2027,fotos/615.jpg
616,Milena Farias,milena616,123,Aluno,276081432,348.267.519-82,3.0,Pinheiros,12/2029,fotos/616.jpg
617,Lorena Fonseca,lorena617,123,Aluno,043527814,498.361.502-42,3.0,Pinheiros,12/2027,fotos/617.jpg
618,Luan Pastor,luan618,123,Aluno,427850319,583.214.796-00,3.0,Berrini,12/2028,fotos/618.jpg
619,Maria Novais,maria619,123,Aluno,871524302,598.207.364-47,3.0,Tatuapé,12/2027,fotos/619.jpg
620,Ana Carolina Aragão,ana620,123,Aluno,421687502,934.205.681-42,3.0,Berrini,12/2029,fotos/620.jpg
621,Ana Julia Barros,ana621,123,Aluno,385162479,267.438.051-90,3.0,Marquês,12/2028,fotos/621.jpg
622,João Lucas Pereira,joão622,123,Aluno,538420613,306.854.279-00,3.0,Berrini,12/2028,fotos/622.jpg
623,Esther Freitas,esther623,123,Aluno,082167357,352.490.617-61,3.0,Paulista,12/2029,fotos/623.jpg
624,Rhavi Gomes,rhavi624,123,Aluno,51720468X,258.036.914-70,3.0,Pinheiros,12/2028,fotos/624.jpg
625,Luiz Miguel Aragão,luiz625,123,Aluno,140673283,261.859.034-15,3.0,Pinheiros,12/2029,fotos/625.jpg
626,Dr. Vinícius da Paz,dr.626,123,Aluno,175246385,143.852.796-91,3.0,Pinheiros,12/2029,fotos/626.jpg
627,Pietro Nascimento,pietro627,123,Aluno,178634025,753.480.612-71,3.0,Berrini,12/2028,fotos/627.jpg
628,Srta. Larissa Santos,srta.628,123,Aluno,035642816,801.796.254-11,3.0,Berrini,12/2027,fotos/628.jpg
629,Davi Lucca Carvalho,davi629,123,Aluno,480621755,354.271.609-06,3.0,Marquês,12/2028,fotos/629.jpg
630,Joana Vasconcelos,joana630,123,Aluno,467581022,852.643.019-05,3.0,Paulista,12/2028,fotos/630.jpg
631,Dr. Francisco Dias,dr.631,123,Aluno,153082471,481.362.905-98,3.0,Berrini,12/2028,fotos/631.jpg
632,Clarice Ferreira,clarice632,123,Aluno,016587327,267.890.153-02,3.0,Tatuapé,12/2027,fotos/632.jpg
633,Matheus Araújo,matheus633,123,Aluno,748562102,387.560.419-93,3.0,Pinheiros,12/2027,fotos/633.jpg
634,Maria Cecília Aragão,maria634,123,Aluno,804273510,028.479.351-50,3.0,Tatuapé,12/2027,fotos/634.jpg
635,Benicio Moreira,benicio635,123,Aluno,563071825,872.631.940-31,3.0,Tatuapé,12/2026,fotos/635.jpg
636,Alexandre Oliveira,alexandre636,123,Aluno,581607429,792.051.368-59,3.0,Pinheiros,12/2029,fotos/636.jpg
637,Daniel Pereira,daniel637,123,Aluno,346708217,081.456.932-33,3.0,Paulista,12/2028,fotos/637.jpg
638,Sr. Nicolas Cirino,sr.638,123,Aluno,546017836,573.428.016-07,3.0,Paulista,12/2028,fotos/638.jpg
639,Kaique Costela,kaique639,123,Aluno,24035817X,903.452.817-05,3.0,Paulista,12/2026,fotos/639.jpg
640,Ravy Macedo,ravy640,123,Aluno,231604750,976.281.304-96,3.0,Marquês,12/2026,fotos/640.jpg
641,Olivia Porto,olivia641,123,Aluno,857632401,408.139.725-23,3.0,Tatuapé,12/2026,fotos/641.jpg
642,Léo Andrade,léo642,123,Aluno,365782014,871.350.964-01,3.0,Berrini,12/2026,fotos/642.jpg
643,Heitor Rios,heitor643,123,Aluno,401536828,490.281.356-42,3.0,Pinheiros,12/2029,fotos/643.jpg
644,Ana Peixoto,ana644,123,Aluno,04783125X,839.254.017-41,3.0,Tatuapé,12/2028,fotos/644.jpg
645,Heloisa Castro,heloisa645,123,Aluno,260347188,391.608.527-12,3.0,Paulista,12/2029,fotos/645.jpg
646,Erick Garcia,erick646,123,Aluno,716582041,753.024.819-79,3.0,Tatuapé,12/2026,fotos/646.jpg
647,Sra. Ana Lívia Pastor,sra.647,123,Aluno,614235078,158.072.936-30,3.0,Tatuapé,12/2029,fotos/647.jpg
648,Srta. Julia Correia,srta.648,123,Aluno,830427569,948.706.321-87,3.0,Paulista,12/2028,fotos/648.jpg
649,Sra. Laís Machado,sra.649,123,Aluno,316728457,906.512.873-59,3.0,Berrini,12/2028,fotos/649.jpg
650,Maria Liz Oliveira,maria650,123,Aluno,178642538,723.149.680-69,3.0,Berrini,12/2029,fotos/650.jpg
651,João Vitor Mendonça,joão651,123,Aluno,78241560X,923.867.104-40,3.0,Pinheiros,12/2029,fotos/651.jpg
652,Matteo Mendes,matteo652,123,Aluno,801364577,572.843.910-14,3.0,Pinheiros,12/2028,fotos/652.jpg
653,Yan da Cunha,yan653,123,Aluno,80265731X,645.293.071-07,3.0,Berrini,12/2029,fotos/653.jpg
654,Sr. José Miguel Costela,sr.654,123,Aluno,805247610,095.468.123-15,3.0,Pinheiros,12/2029,fotos/654.jpg
655,Aurora Souza,aurora655,123,Aluno,067523481,287.413.506-26,3.0,Tatuapé,12/2029,fotos/655.jpg
656,Jade Teixeira,jade656,123,Aluno,781426534,076.182.435-90,3.0,Pinheiros,12/2026,fotos/656.jpg
657,Isabela Nascimento,isabela657,123,Aluno,847361524,493.208.671-78,3.0,Pinheiros,12/2027,fotos/657.jpg
658,Sra. Kamilly Aragão,sra.658,123,Aluno,847216536,938.450.126-33,3.0,Pinheiros,12/2027,fotos/658.jpg
659,Sr. Leonardo Barbosa,sr.659,123,Aluno,803514621,189.603.527-21,3.0,Paulista,12/2026,fotos/659.jpg
660,Maria Alice Pimenta,maria660,123,Aluno,134256086,962.480.137-13,3.0,Paulista,12/2028,fotos/660.jpg
661,Yago Monteiro,yago661,123,Aluno,105674382,908.657.432-74,3.0,Pinheiros,12/2026,fotos/661.jpg
662,Joaquim Porto,joaquim662,123,Aluno,670418353,760.319.428-87,3.0,Tatuapé,12/2028,fotos/662.jpg
663,Rhavi Rocha,rhavi663,123,Aluno,26143780X,943.065.218-42,3.0,Pinheiros,12/2026,fotos/663.jpg
664,Sophie Martins,sophie664,123,Aluno,463718057,713.692.504-52,3.0,Tatuapé,12/2028,fotos/664.jpg
665,Maria Clara Lopes,maria665,123,Aluno,463502188,049.837.615-00,3.0,Pinheiros,12/2028,fotos/665.jpg
666,João Vitor Gomes,joão666,123,Aluno,216074836,748.915.230-50,3.0,Paulista,12/2028,fotos/666.jpg
667,Davi Lucca Moraes,davi667,123,Aluno,651034875,978.352.614-64,3.0,Berrini,12/2027,fotos/667.jpg
668,Ana Liz Almeida,ana668,123,Aluno,425601377,937.164.085-57,3.0,Pinheiros,12/2028,fotos/668.jpg
669,Dra. Maria Vitória Peixoto,dra.669,123,Aluno,273654081,513.079.284-04,3.0,Pinheiros,12/2029,fotos/669.jpg
670,Maria Alice da Paz,maria670,123,Aluno,546310278,827.694.510-49,3.0,Tatuapé,12/2027,fotos/670.jpg
671,Sr. Davi Caldeira,sr.671,123,Aluno,714523689,982.471.053-14,3.0,Paulista,12/2028,fotos/671.jpg
672,Maria Júlia Novais,maria672,123,Aluno,786543024,854.679.301-84,3.0,Berrini,12/2028,fotos/672.jpg
673,Carlos Eduardo Andrade,carlos673,123,Aluno,037185469,815.297.406-49,3.0,Tatuapé,12/2028,fotos/673.jpg
674,Noah Sampaio,noah674,123,Aluno,108247569,715.902.643-80,3.0,Tatuapé,12/2027,fotos/674.jpg
675,Valentim Guerra,valentim675,123,Aluno,174326506,651.429.738-28,3.0,Tatuapé,12/2026,fotos/675.jpg
676,Leandro Castro,leandro676,123,Aluno,301842577,751.426.908-85,3.0,Pinheiros,12/2028,fotos/676.jpg
677,Lucca Sá,lucca677,123,Aluno,821053747,481.350.672-08,3.0,Berrini,12/2028,fotos/677.jpg
678,Sra. Nina Rodrigues,sra.678,123,Aluno,485107624,645.239.781-82,3.0,Marquês,12/2028,fotos/678.jpg
679,Lorena Vasconcelos,lorena679,123,Aluno,86417035X,518.037.624-62,3.0,Tatuapé,12/2028,fotos/679.jpg
680,Maya Gomes,maya680,123,Aluno,847260537,193.478.026-03,3.0,Tatuapé,12/2027,fotos/680.jpg
681,Bento Sales,bento681,123,Aluno,531024684,679.204.153-06,3.0,Paulista,12/2027,fotos/681.jpg
682,Luísa Farias,luísa682,123,Aluno,436172501,968.530.412-24,3.0,Pinheiros,12/2027,fotos/682.jpg
683,Stella Aragão,stella683,123,Aluno,257346181,563.782.104-62,3.0,Pinheiros,12/2028,fotos/683.jpg
684,Sr. Luiz Miguel Sales,sr.684,123,Aluno,704126837,061.523.497-61,3.0,Paulista,12/2027,fotos/684.jpg
685,Evelyn Lopes,evelyn685,123,Aluno,80573241X,014.235.879-79,3.0,Tatuapé,12/2026,fotos/685.jpg
686,Levi Jesus,levi686,123,Aluno,561402838,501.896.372-77,3.0,Berrini,12/2026,fotos/686.jpg
687,Ana Beatriz Barros,ana687,123,Aluno,642183077,748.305.216-35,3.0,Berrini,12/2029,fotos/687.jpg
688,João Lucas Camargo,joão688,123,Aluno,823764503,620.398.741-78,3.0,Paulista,12/2028,fotos/688.jpg
689,Vitória Moura,vitória689,123,Aluno,850372410,284.135.760-08,3.0,Paulista,12/2027,fotos/689.jpg
690,Bruno Pimenta,bruno690,123,Aluno,386247109,274.306.581-80,3.0,Berrini,12/2026,fotos/690.jpg
691,Lavínia Fernandes,lavínia691,123,Aluno,165742033,264.987.051-67,3.0,Paulista,12/2027,fotos/691.jpg
692,Miguel Melo,miguel692,123,Aluno,641830725,958.471.260-85,3.0,Tatuapé,12/2028,fotos/692.jpg
693,Luana Gonçalves,luana693,123,Aluno,572480313,270.591.684-94,3.0,Marquês,12/2029,fotos/693.jpg
694,Lívia Ferreira,lívia694,123,Aluno,253106746,087.612.954-85,3.0,Marquês,12/2027,fotos/694.jpg
695,Ravi Lucca Rios,ravi695,123,Aluno,320745168,728.193.046-13,3.0,Pinheiros,12/2027,fotos/695.jpg
696,Isabel Azevedo,isabel696,123,Aluno,316480277,328.065.491-24,3.0,Berrini,12/2029,fotos/696.jpg
697,Ana Lívia Brito,ana697,123,Aluno,362415079,481.573.692-82,3.0,Paulista,12/2027,fotos/697.jpg
698,Sra. Alice Brito,sra.698,123,Aluno,365482079,290.835.716-02,3.0,Berrini,12/2029,fotos/698.jpg
699,Maria Laura Almeida,maria699,123,Aluno,687235042,759.084.162-58,3.0,Pinheiros,12/2027,fotos/699.jpg
700,Lunna Almeida,lunna700,123,Aluno,271308461,690.273.541-70,3.0,Pinheiros,12/2029,fotos/700.jpg
701,Helena Nogueira,helena701,123,Aluno,470125834,134.290.658-60,3.0,Tatuapé,12/2026,fotos/701.jpg
702,Srta. Esther Azevedo,srta.702,123,Aluno,362758414,175.920.648-20,3.0,Berrini,12/2029,fotos/702.jpg
703,Ana Sophia Fogaça,ana703,123,Aluno,271480567,925.083.417-97,3.0,Tatuapé,12/2028,fotos/703.jpg
704,Vinicius Barros,vinicius704,123,Aluno,260748353,312.794.856-55,3.0,Paulista,12/2029,fotos/704.jpg
705,Pedro Miguel Aragão,pedro705,123,Aluno,263580477,032.918.756-21,3.0,Pinheiros,12/2027,fotos/705.jpg
706,Anthony Gabriel Pacheco,anthony706,123,Aluno,615804378,918.304.752-23,3.0,Paulista,12/2027,fotos/706.jpg
707,Isabela Duarte,isabela707,123,Aluno,278501436,543.812.906-15,3.0,Pinheiros,12/2028,fotos/707.jpg
